article_title,article_paragraph
Armenian PM meets with ICE President in Rome,"ROME, NOVEMBER 22, ARMENPRESS. Prime Minister of Armenia Nikol Pashinyan met with President of the Italian Trade Agency (ICE), a governmental agency, Carlo Ferro on the sidelines of his official visit in Italy, Armenpress correspondent reports from Rome.The meeting from the Armenian side was attended by Foreign Minister Zohrab Mnatsakanyan, Minister of Economy Tigran Khachatryan, Ambassador of Armenia to Italy Victoria Baghdasaryan, PM’s spokesperson Vladimir Karapetyan and head of the Foreign Relations department at the PM’s staff Tsovinar Hambardzumyan.From the ICE side the meeting was attended by CEO and General Director Roberto Luong.The Armenian PM and the ICE President discussed the development of economic cooperation during their meeting. Pashinyan said in recent years a positive dynamics is being observed. The number of companies operating with the Italian capital has increased. The PM considered this dynamics a good base to further deepen the economic partnership.Edited and translated by Aneta Harutyunyan"
World Bank to provide new US $50 million loan to Armenia,"WASHINGTON, NOVEMBER 22, ARMENPRESS. The World Bank’s Board of Executive Directors approved on November 21 a new, EUR 45.8 million (US $50 million) loan for the Armenia Governance Development Policy Operation (DPO), a budget support operation, the World Bank told Armenpress.The operation supports the government’s actions to strengthen economic, fiscal, and public sector governance by: improving pro-competition, pro-trade and streamlined quality regulations and processes; enhancing efficiency of revenue mobilization and public investment and strengthening anti-corruption initiatives and the performance of the justice sector and the civil service.The new lending comes on the heels of the widespread protests against weak governance and corruption in 2018 that culminated with the peaceful and historic “Velvet” Revolution. The newly elected government, armed with a strong mandate for change, has put forward an ambitious five-year reform program, which aims to improve competitiveness and spur economic growth while meeting the people’s demands for good governance, greater transparency, accountability and effective public services.“This operation prioritizes core governance reforms, initial steps which set the foundations for longer-term reforms in a number of areas,” says Sylvie Bossoutrot, World Bank Country Manager for Armenia. “It is anchored in the 2019–23 government program and the Bank’s Country Partnership Framework for 2019–23, which highlight governance as a cross-cutting foundation. It focuses on those areas where strategic relevance, impact, and reform sustainability are high and where it can support building blocks for deeper change.”Market competition, for example, is targeted through interventions to introduce a state aid control framework, develop a more transparent and rule-based tax administration system, strengthen the quality and efficiency of laws and regulations, and institute efficient and risk-based custom management.Fiscal consolidation and expenditure efficiency are supported by measures to improve tax administration and establish a sounder public investment management system. Improved public sector governance would be strengthened by supporting a package of anti-corruption measures and enhancing the performance of the justice sector and civil service.“A comprehensive assessment by the Bank identified the lack of a state aid-control framework as one of the key impediments to healthy competition in Armenia. Measures to promote competitive neutrality in the granting of state aid and incentives have not yet been put in place to level the playing field, foster market contestability, and prevent previously informal advantages provided to some firms from being replaced by formalized advantages,” says Genevieve Boyreau, World Bank Task Team Leader of the Project.As part of the World Bank’s global commitment to climate change mitigation and adaptation, this operation will also support the assessment of the climate change impact of new regulations, as part of the implementation of a Regulatory Impact Assessment Framework. It will thus enable policymakers to make decisions informed by qualitative and quantitative assessment of the climate change impact of each new regulation and mainstream climate change adaptation and mitigation measures into legislative and regulatory packages.The EUR 45.8 million (about US $50 million) is an IBRD loan of fixed spread, with a 14.5-year grace period and a total repayment term of 25.5 years.Since joining the World Bank in 1992 and IDA in 1993, commitments to Armenia have totaled approximately US $2,429,734 million."
"Armenian Prime Minister, Italian investment corporations executives hold luncheon in Milan","MILAN, NOVEMBER 21, ARMENPRESS. Prime Minister Nikol Pashinyan has arrived to the Milan headquarters of Mediobanca investment bank where meetings, a luncheon and a business forum are expected to take place as part of the Armenian Premier’s official visit to Italy, ARMENPRESS correspondent Shant Khlgatyan reports from Milan.Chairman of Mediobanca Renato Pagliaro greeted the Armenian PM at the HQ.Pashinyan’s delegation to the luncheon includes FM Zohrab Mnatsakanyan, Minister of Economy Tigran Khachatryan, Armenia’s Ambassador to Italy Victoria Baghdasaryan, the PM’s spokesperson Vladimir Karapetyan and Prime Minister’s Office Foreign Relations Department chief Tsovinar Hambardzumyan.The Italian delegation is composed of the Mediabanca executives, F21 Sgr Investment Fund CEO Renato Ravanelli, Cassa Depositi e Prestiti CEO Fabricio Palermo, Terna CEO Luigi Feraris and Italian Ambassador to Armenia Vincenco Del Monaco.A business forum is scheduled to take place after the luncheon.The Armenian Premier began his visit to Italy from Venice on November 20. He then traveled to Milan. PM Pashinyan is scheduled to visit Rome afterwards.Edited and translated by Stepan Kocharyan"
"There are no state-sponsored monopolies in new Armenia and cannot be, says deputy PM","YEREVAN, NOVEMBER 20, ARMENPRESS. Deputy Prime Minister of Armenia Tigran Avinyan, commenting on the government’s economic policy, stated that there are no state-sponsored monopolies in new Armenia and could not be.“The Armenian government has repeatedly stated, and I also think it has proved with its actions that the economic activity field in Armenia is liberalized and open, there are no state-sponsored monopolies and couldn’t be, and the economic entities can be engaged in their preferred activities. Ensuring free and fair competitiveness is one of the priorities of our government, and the competitiveness in its turn is the driving force of the economy. It contributes to the economic growth and promotes innovation. The 5.2% economic growth in the 2018 political ups and downs, and the 7% growth in 2019 already prove that rooted changes have also been carried out in this direction”, the deputy PM said during a conference on effective competition in the digitized world organized by the State Commission for the Protection of Economic Competition.Edited and translated by Aneta Harutyunyan"
Unprecedented growth in export of Armenian wines recorded - National Institute of Standards,"YEREVAN, NOVEMBER 14, ARMENPRESS. The National Institute of Standards and the National Institute of Metrology are merged into one structure. Based on the Armenian government’s decision, that structure will be called a National Body for Standardization and Metrology CJSC.Acting Director of the National Institute of Standards and the National Institute of Metrology Albert Babayan told a press conference in Armenpress that the merger of these two structures is aimed at making their activities more effective.“Thanks to the merger it would be possible to optimally use the material database, the resources existing in the two structures. As a result the maintenance costs of both structures will be saved and directed for raising the efficiency of their operation”, he said. Babayan said the structure is going to carry out major works to upgrade the old standards, the metrology database and intensify the cooperation with the business. “Armenia is an EAEU member, and the demands for quality are defined by single procedures”, he said.As for the outdated standards, Albert Babayan said they have demands set by inter-state standards which have not been revised since 1994. “This year we have carried out works to develop standards and later include them in the EAEU technical regulations. Based on the proposal of manufacturers and NGOs we have developed a standard for fruit vodka with a view to reflect the qualitative demands of our producers in a right way. The technical regulation on alcoholic drinks will enter into force in 2021 and we will try to include the standard developed by us in that regulation in order to guarantee the interests of our producers in the EAEU space as much as possible”, he said.Albert Babayan highlighted the activeness of the business. He said they want to develop a culture for the business to be active, come up with proposals for developing standards and be engaged in that development process.Every year the government holds award ceremony in the field of quality. Those companies, whose works have been evaluated by the working group of the National Institute of Standards and the agency, are being selected. This year 10 companies representing food industry, healthcare, beverages production will be awarded.Babayan said according to the recent trends, the number of business companies operating in Armenia in accordance with the standards has increased. Thanks to these standards the business organizes its production more effectively, along with also being competitive. This year the introduction of the ISO international standard was unprecedented which speaks about the activeness of the export process. This year an unprecedented growth in the export of wines to the EU states has been registered. Last year 221 thousand bottles of wine were exported from Armenia to the EU, but according to the results of 10 months of this year, this number is 281 thousand.Edited and translated by Aneta Harutyunyan"
Armenia can aim for several billion-dollar export activities by attracting more investment - UNCTAD,"YEREVAN, NOVEMBER 13, ARMENPRESS. Armenia can aim for billion-dollar export sales over the next 10 to 20 years in several activities that, if properly leveraged through effective investment promotion, could help concretize the economic revolution promised by the country’s authorities, the United Nations Conference on Trade and Development (UNCTAD) Commission on Investment, Enterprise and Development said in its Investment Policy Review (IPR) of Armenia.The IPR was prepared after President of Armenia Armen Sarkissian’s visit to Switzerland.Sarkissian visited Switzerland in 2018 and met with UNCTAD Secretary-General Mukhisa Kituyi and proposed the UNCTAD to prepare the IPR of Armenia. The UNCTAD team traveled to Armenia in 2019 with this purpose.In 2019 Sarkissian and Kituyi met again, this time at the UN Headquarters. The Armenian president thanked the UNCTAD and the Secretary General for initiating the preparation of the report.During the presentation of the report on November 12th, UNCTAD’s director of investment and enterprise, James Zhan, stressed that the IPR, which was undertaken at the request of the president of Armenia, takes into account comparative advantages and constraints. It makes recommendations to develop an export-led growth through efficiency-seeking FDI.Beyond measures to tap the export potential through investment, the IPR includes the broader policy objective of promoting inclusive growth and sustainable development. It underlines specific measures for spreading benefits to the country’s regions, creating employment and linkages with local suppliers, including by moving to full package manufacture in the textiles and garments industry, and extending benefits of tourism to areas outside the capital Yerevan.The IPR also shows ways to deepen the high-technology sector and make Armenia a leading hub for innovation, data science and artificial intelligence. It outlines how to extend research and development capability in the pharmaceutical industry to transform a small generics industry into larger-scale manufacturing.Investment in the target industries can come from a mix of sources, including domestic, FDI and joint ventures, and the diaspora, Armenia’s key competitive advantage, will continue to play a key role, the IPR says.“Our country is ripe for an economic revolution based on high-tech and innovative activities and we are working to modernize the business environment,” said Armenia’s ambassador to the UN in Geneva, Andranik Hovhannisyan. “Timing for investment in Armenia is now both right and ripe,” added the country’s United Nations resident coordinator, Shombi Sharp."
EEC plans to eliminate most of the barriers existing in EAEU before 2025,"YEREVAN, NOVEMBER 13, ARMENPRESS. The Eurasian Economic Commission (EEC) plans to eliminate by 2025 those parts of the 71 barriers existing in the Eurasian Economic Union (EAEU) which relate to the privileges granted to the Union’s member states, Karine Minasyan - Member of the Board, Minister in charge of Internal Markets, Information Support, Information & Communication Technologies at the EEC, told Armenpress.“Currently we have 71 barriers and are working in all directions. The problem is that most of these barriers are defined by law, these are the so-called exceptions granted to the countries by law. And now we are raising an issue to eliminate these exceptions. Now the question will be put also at the presidents level that all exceptions granted to the states during the talks should be eliminated before 2025”, the EEC Minister said, adding that they are going to solve the issue of elimination of exceptions before 2025.She also considered problematic the existing nearly 20 obstacles connected with the legislative gaps. As a result of these gaps the national markets in the Union sometimes are closed for the remaining participants. These 20 obstacles relate to the fact that the national legislations are not in accordance with the supra-national legislation, the treaty. “In other words, a violation is recorded in the countries which we reveal and propose the states to eliminate that obstacle”, she said.However, she also noted that in the past 3 years nearly 40 such barriers have been eliminated, but this is a continuous process. Karine Minasyan said various problems emerge, most of which are linked with the sale and purchase of food.Touching upon the issues related to Armenia, the EEC Minister assured that they are solving all issues which the Armenian government addresses to the Commission.Interview by Anna GrigoryanEdited and translated by Aneta Harutyunyan"
Tajikistan adopts Armenia’s One Window system in customs affairs,"YEREVAN, NOVEMBER 12, ARMENPRESS. Tajikistan is adopting Armenia’s experience in the One Window system in customs affairs, Khovar news agency reports.Recently the test phase of the “One Window System for Exports, Imports and Transit Processes” – which was developed and introduced in Armenia years earlier - was presented in the Tajik capital city Dushanbe at an event attended by government officials and businessmen.The One Window System was developed by IUnetworks, an Armenian company. The project was developed as part of the Central Asia Regional Economic Cooperation Program of the ADB to improve and facilitate customs services between nations.Edited and translated by Stepan Kocharyan"
EEC takes actions to make the fight against counterfeit products effective – minister,"YEREVAN, NOVEMBER 12, ARMENPRESS. The Eurasian Economic Commission (EEC) is carrying out major works to raise the quality and efficiency of the fight against the spread of fake products, Timur
Zhaksylykov,Member of the Board – Minister in charge of Economy and Financial Policy at the EEC, said in an interview to ARMENPRESS.-Mr. Zhaksylykov, today the 7th Anticontrafact International Forum is being held in Armenia. How do you assess such format discussions on issues relating to the circulation of counterfeit products?-We are holding this forum since 2012, and starting from that times it became a platform for discussing the issues on circulation of fake products. We are also dealing with the intellectual property rights issues. Here the representatives of the leadership, the business and science, as well as others exchange views and present proposals. The format of this forum is very unique because such platforms are not so much in the world where issues about the fake products are being discussed.-The number of fake products in the Eurasian Economic Union is gradually growing. What is the reason? How the member states of the Union are going to solve this issue?-The increase in number of fake products doesn’t only relate to us, it is a widespread issue all over the world. According to the data of the Organization for Economic Co-operation and Development this year the circulation of fake goods in the world will comprise more than 500 billion USD. This is equal to the 3% of the global import. Several years ago this figure was low. On the one hand, the production of fake goods increases in the EAEU, they are also imported from abroad in a large quantity. And on the other hand, the level of fight against fake increases. In recent years the fast growth of these goods is also thanks to the online purchases. Today we are going to discuss the effective approaches for the fight against fake products which are already being successfully used. The close cooperation and work within the EAEU is very important for us.-What mechanisms are there in the EAEU for the protection of intellectual property rights? How do the countries fight smuggling?-Russia is doing quite well in the fight against the spread of counterfeit goods via online shopping. We have seen how several similar websites have been blocked. However, I think there is still a lot to learn in this regard, and the Commission needs to take actions on this direction.Edited and translated by Aneta Harutyunyan"
Armenia’s delegation participates in China International Import Expo in Shanghai,"YEREVAN, NOVEMBER 5, ARMENPRESS. The 2nd China International Import Expo kicked off today in Shanghai.Armenia’s delegation led by Deputy Prime Minister Tigran Avinyan attended the opening of the Expo. The delegation includes deputy minister of economy Varos Simonyan and deputy foreign minister Avet Adonts, the ministry told Armenpress.Armenia is represented by a business pavilion at the Expo where drinks, in particular, brandy and wine are displayed.During the Expo days Armenia’s culture, tourism, economic advantages and investment opportunities will be presented.Edited and translated by Aneta Harutyunyan"
‘Armenian government implements open-door policy towards foreign investments’ – PM Pashinyan,"YEREVAN, OCTOBER 25, ARMENPRESS. The Armenian government implements an open-door policy towards foreign investments, providing for full property ownership, PM Nikol Pashinyan told Gulf News in an interview.“Armenia provides an excellent opportunity for investors in areas such as information technology, tourism, agriculture, manufacturing, energy and many others”, he said. “Our government implements an open-door policy towards foreign investments, providing for full property ownership. Foreign investors can have free access to any sector and geographic location within the country with no restrictions on personnel recruitment, free and unlimited repatriation of profits, unlimited currency exchange on market rates, and guarantees against nationalization. The five-year grandfather clause protecting foreign investors against investment-related legislation changes is also a part of our foreign investment framework. With regard to international economic relations, Armenia has bilateral treaties on investment promotion and protection with 43 countries, including the United States. Armenia is a member of the International Centre for Settlement of Investment Disputes. We have treaties on the avoidance of double taxation and the prevention of fiscal evasion with 46 countries. This means that the investors are granted a number of guarantees – in particular, national treatment, protection from expropriation, free transfer of means and full protection and security”.Pashinyan noted that the World Bank has ranked Armenia 41st out of 190 countries in its Doing Business report.“In terms of ease of starting a business, Armenia is 8th in the world, and 14th for registering a property. According to the Index of Economic Freedom, Armenia is the 47th freest economy in the world. We are continuing to carry out deep and comprehensive reforms to improve our business environment. The government is working on legislative reforms to establish a most-favoured-nation regime to define the guarantees provided for foreign investors, as well as to introduce effective dispute settlement mechanisms. We are currently working on expanding opportunities and clearly defining the legal framework for public-private partnerships.
“Armenia is a small, landlocked country” is a description that you may find in many books and articles. Well, I agree, we are a small country. But, we are a nation with a wide and global network, which makes us great. Armenia is located in a place that bridges cultures and economies. Some may claim that Armenia has a small market, but I am here to challenge that view. Armenia is a part of the Eurasian Economic Union market that has over 180 million consumers. Armenian producers also benefit from GSP+ preferential treatment with the European Union, and GSP with the United States and some other countries. Armenia is also deepening cooperation with the European Union through a Comprehensive and Enhanced Partnership Agreement. This ambitious agreement provides a framework for Armenia and the EU to work together for the benefit of the citizens of Armenia in the areas of strengthening democracy and human rights, creating more jobs and business opportunities, fairer rules, more safety and security, a cleaner environment, as well as better education and opportunities for research”, the Armenian Prime Minister said.In response to a question regarding the reduction of the number of ministries, the PM said there were simple reasons for doing so. “One of the goals of our reform agenda is the optimization of public administration and the establishment of more efficient and less costly government institutions. Reduction of the number of ministries will help us meet this goal and enhance the efficiency of our government.”He said that the reforms in Armenia are long-term and strategic, and therefore the economic revolution will have a long-lasting effect on the country’s economic development and people’s lives.“Meanwhile, let me share some already recorded results with you. In 2018, we registered a 5.2% economic growth rate and maintained a moderate inflation rate. These are very positive results for a year that saw a revolution. We have also had a 9% increase in exports. The positive dynamics are continuing this year with 6.5% growth recorded in the first half of the year. In August 2019, Moody’s upgraded Armenia’s credit rating to “Ba3”. These results are promising; however, there is much more that needs to be done.”"
"Investors’ interest towards Armenia grows, economists say","YEREVAN, OCTOBER 21, ARMENPRESS. Improvement of Armenia’s economic growth forecasts by several leading international organizations is a good signal, Economist Inga Ghalayan told a press conference in ARMENPRESS, stating that the improvement of indicators is connected with a number of factors.“They firstly view the country’s domestic situation, see what policy is being carried out. They also consider the fight against the shadow, corruption, the tax reforms, in addition they also notice that the inflationary pressures are lacking and the most important is that stability is being recorded in Armenia’s financial market. As you know, the World Bank has raised our competitiveness index”, she said.Introducing the data released by international organizations, the economist said the World Bank’s current forecast for Armenia’s economic growth is 5.5% compared to the 4.2% of the past. The International Monetary Fund’s (IMF) forecast is 6% against the 4.6% of the past. These organizations also touched upon the poverty and unemployment rate in Armenia. According to the World Bank forecast, the poverty rate in Armenia will drop, becoming 7% by 2021, and the IMF’s forecast is that the unemployment rate will decline comprising 17.5%. In addition to these two major structures, Armenia also improved its positions in the Asian Development Bank’s (ADB) forecast which predicts 4.8% growth. In this context the economist attached importance to the Central Bank’s forecast according to which the year will end by 6.9% economic growth.My Step faction MP Artak Manukyan said Armenia is among those unique countries over which forecast has been made in terms of improving the economic indicators.“If we look at the global trends and the developments we will see that all these structures have more negative forecasts. US-China possible trade wars, certain negative trends in various regions, nearly 3% development is predicted at the global level. But we see that Armenia has further improved its positions”, he said. According to the economist, the certain decline in demand in foreign markets will be easily passed by the countries where services are more important. He said the developing countries have a greater opportunity to record a bigger economic growth for these same investments rather than the developed countries because here there is a great potential which is not utilized. The economist highlighted the fact that in 2019 Armenia’s progressive growth rates are faster than the average prediction in the world.“We have a non-utilized potential and our prime minister constantly says that double-digit economic growth is not a myth, but for this it’s very important for us to create preconditions, but this will be difficult without investments in infrastructures”, Artak Manukyan said.In her turn Inga Ghalayan said these forecasts of international organizations are an important signal for investments. Moody’s recently also raised its assessment over Armenia. Based on this Armenia managed to release Eurobonds at a low interest rate – 4.2%. She said after the distribution of the Eurobonds it became clear how big the demand is, and this in turn speaks about the interest of investors towards Armenia.Edited and translated by Aneta Harutyunyan"
PM expressed dissatisfaction over State Revenue Committee’s functions – SRC chief,"YEREVAN, OCTOBER 16, ARMENPRESS. Prime Minister of Armenia Nikol Pashinyan expressed his dissatisfaction over the functions of the State Revenue Committee during the working discussions with SRC Chairman Davit Ananyan.“The PM presented to us some wishes, reservations and dissatisfaction connected with the SRC functions. The complaints were not related to my personality. I think the SRC operates effectively, however there is always a place to act more effectively, therefore, the PM’s complaints are motivating”, the SRC Chair told reporters today.Commenting on the question on his resignation, Davit Ananyan said if there is someone in the future who will work more effectively, he will resign.Edited and translated by Aneta Harutyunyan"
Export from Armenia to EAEU grows at higher rate than overall export on average,"YEREVAN, OCTOBER 14, ARMENPRESS. The export from Armenia to the countries of the Eurasian Economic Union (EAEU) grows at a higher rate than the overall export on average. In the first 8 months of this year the export to the EAEU states grew by 11% compared to the same period of 2018, but the overall export volume from Armenia increased by 4.6%, Minister of Economy Tigran Khachatryan said during a press conference, noting that, however, the EAEU entire resource is not utilized yet.“In 2018 we have exported goods to the EAEU member states by 20% more compared to 2017. In the 8 months of 2019, we have exported goods to the EAEU states by 11% more than in the same period of 2018, despite the fact that the overall export of goods increased by 4.6%. This means that the export in other directions has not decreased, but a lower growth has been registered”, the minister said.He stated that Armenia exports more to the EAEU states, and the volumes are growing rapidly with the power of a single customs union. But not all problems are solved, there are objective restrictions. “Businessmen frequently raise the issue why the Armenian exporters at the Lars checkpoint should be subject to the same customs clearance rules that cars from any third party departing for Russia are subject to. And this is a very sensitive issue. We have not yet utilized the whole EAEU resource. And all the benefits that can exist are still ahead, we are working on this path”, the minister said.He assured that they already have an agreement, a perception by partners that they should think about mechanisms which will ensure that these procedures are more simplified.Edited and translated by Aneta Harutyunyan"
Armenia welcomes any initiative aimed at deepening economic cooperation in CIS – PM Pashinyan,"YEREVAN, OCTOBER 11, ARMENPRESS. Armenia welcomes any initiative which is directed for deepening the economic cooperation within the CIS states, as well as expanding the integration processes, Prime Minister Nikol Pashinyan said at the session of the CIS Council of Heads of State in Ashgabat, Turkmenistan on October 11.The PM thanked the President of Turkmenistan and the Turkmen partners for organizing the session at a high level and for the warm welcome.“I am very impressed with Ashgabat, with its wonderful architecture. I am visiting here for the first time. I want to express my gratitude to Turkmenistan for the work carried out during the chairmanship in the CIS aimed at the development of the organization. Your productive work has been reflected in the agenda issues of our cooperation”, Pashinyan said.He said Armenia welcomes the declaration on economic, strategic cooperation and supports any initiative aimed at deepening the economic partnership, expanding the integration processes within the CIS states. The document outlines key strategic goals for the cooperation which can be achieved through a coordinated and consistent work both at the bilateral and multilateral formats.Among the agenda issues Pashinyan highlighted the joint address to the CIS peoples, the international community on the 75th anniversary of the Great Patriotic Victory.“It’s very important to inform our youth in our countries and elsewhere about the key role our peoples have played in the fight against fascism. According to various estimates, nearly 300.000 Armenians were killed during that years”, Pashinyan said. He noted that Armenia supports any constructive step aimed at objective coverage of these historical events, as well as opposes all those attempts of subjective interpretation.Edited and translated by Aneta Harutyunyan"
"No issue on agenda to terminate contract between Russian Railways and Armenia, says deputy PM","YEREVAN, OCTOBER 9, ARMENPRESS. There is no issue of early termination of the contract between the Russian Railways OJSC and Armenia in the agendas of both sides, Deputy Prime Minister of Armenia Mher Grigoryan told reporters today in Yerevan.“Very natural and constructive relations exist between the two sides. I participated in yesterday’s meeting, and the discussion agenda focused on the future railway development and their strategy. At the moment there is no issue on the agenda to terminate the contract”, he said.Earlier RTV, citing an anonymous source, reported that the Russian Railway plans to terminate the contract with Armenia and stop the operation of Armenia’s railway network via the South Caucasian Railway.South Caucasus Railway is a rail operator in Armenia, owned by Russian Railways.The respective agreement has been signed on February 13, 2008 in Yerevan.Edited and translated by Aneta Harutyunyan"
Armenia improves position in Global Competitiveness Report,"YEREVAN, OCTOBER 9, ARMENPRESS. Armenia has improved its competitiveness index by 1.4 points in the Global Competitiveness Report 2019 released by the World Economic Forum. As a result, Armenia is ranked 69th in the list of 141 countries. Last year the country was ranked 70th in this list.Armenia has recorded the highest figure in the pillar of the Labor Market, capturing the 32nd place in the list of 141 countries. At the same time, among the pillars the greatest progress was registered in the Macroeconomic Stability where Armenia is ranked 64th, which means that the country has improved its positions by 25 points against the previous report.In the Financial System pillar, Armenia again improved its positions, capturing the 69th place.According to the report, regress has been registered in the Product Market pillar, where Armenia’s positions have declined by 5 points.In the group of the countries of the Eurasian region, Azerbaijan recorded progress by 11 points, Kazakhstan by 4 points, Moldova by 2 and Kyrgyzstan by 1. Among the countries that recorded regress are Georgia (8 points), Tajikistan (2) and Ukraine (2). Russia has maintained its position and is ranked 43rd.Countries closer to Armenia with the Global Competitiveness Index are Vietnam, India, Jordan and Brazil.Edited and translated by Aneta Harutyunyan"
Kim Kardashian dreams of opening up SKIMS factory in Armenia,"YEREVAN, OCTOBER 8, ARMENPRESS. Armenian-American reality TV superstar Kim Kardashian West says she dreams of opening up her SKIMS production in Armenia.“I am definitely talking to a few major Armenian investors about hopefully trying to figure out a factory for my shapewear and trying to figure out what kind of factories you have that I can manufacture products in here. We are working on that during this trip. So I have a meeting tonight actually to talk about that. So that’s something that is really important to me. My dream would be to open up a SKIMS factory here in Armenia. If not that, something else, I really want to”, Kim Kardashian told reporters in Yerevan on the sidelines of the World Congress on Information Technology (WCIT).She said she loves working with Armenian businesses. “I will visit the PicsArt offices, as I work with them”, she said.The reality TV superstar said she wants to come back to Armenia often.SKIMS is the new, solution focused approach to shape enhancing undergarments, created by Kim Kardashian West.Kim Kardashian West arrived in Armenia together with sister Kourtney Kardashian and children on October 7.Kim Kardashian West participated in the 23rd World Congress on Information Technology (WCIT 2019),as a special keynote speaker and panelist.Edited and translated by Aneta Harutyunyan"
Signing FTA with EAEU is a step forward for Singapore – PM Lee Hsien Loong,"YEREVAN, OCTOBER 1, ARMENPRESS. Signing the FTA with the EAEU is a step forward for Singapore, ARMENPRESS reports Prime Minister of Singapore Lee Hsien Loong said during the summing up of the results of the EAEU Supreme Economic Council meeting.“We are very glad for participating in the Supreme Economic Council meeting of the EAEU and we are happy for signing a free trade agreement with the EAEU, which is the result of negotiations lasting more than 2 years. Our task was ensuring reciprocal interest for the sides. Signing such an agreement with the EAEU is a step forward for us. The EAEU is a huge market in the crossroad of Asia and Europe and has a great potential for economic growth”, the Prime Minister of Singapore said.An agreement on services, trade and investments was signed between Singapore and Armenia, which was assessed as important by Lee Hsien Loong.The extended format session of the Supreme Eurasian Economic Council is attended by the leaders of the EAEU member states: Armenian PM Nikol Pashinyan, Russian President Vladimir Putin, President of Belarus Alexander Lukashenko, President of Kyrgyzstan Sooronbay Jeenbekov, Kazakhstan’s President Kassim Jomart-Tokayev. Chairman of the Eurasian Economic Commission (EEC) Tigran Sargsyan also participates in the session. The session is also attended by Iranian President Hassan Rouhani and Prime Minister of Singapore Lee Hsien Loong as invited heads of states, as well as by President of Moldova Igor Dodon as head of an observer state.Armenia holds presidency at the EAEU in 2019.Edited and translated by Tigran Sirekanyan"
FTA signed between Singapore and EAEU in Yerevan,"YEREVAN, OCTOBER 1, ARMENPRESS. The free trade agreement between Singapore and the Eurasian Economic Union was signed on October 1 in Yerevan. ARMENPRESS reports the document was signed following the expanded format meeting of the Supreme Eurasian Economic Council. The representatives of the EAEU member states and Singapore signed the document. Deputy PM Mher Grigoryan signed it from the Armenian side.Armenia and Singapore will have a separate document on services, trade and investments.The extended format session of the Supreme Eurasian Economic Council is attended by the leaders of the EAEU member states: Armenian PM Nikol Pashinyan, Russian President Vladimir Putin, President of Belarus Alexander Lukashenko, President of Kyrgyzstan Sooronbay Jeenbekov, Kazakhstan’s President Kassim Jomart-Tokayev. Chairman of the Eurasian Economic Commission (EEC) Tigran Sargsyan also participates in the session. The session is also attended by Iranian President Hassan Rouhani and Prime Minister of Singapore Lee Hsien Loong as invited heads of states, as well as by President of Moldova Igor Dodon as head of an observer state.Armenia holds presidency at the EAEU in 2019.Edited and translated by Tigran Sirekanyan"
Rouhani proposes EAEU investors to use broad transit opportunity via Iran,"YEREVAN, OCTOBER 1, ARMENPRESS. Iran is expecting an active cooperation with the member states of the Eurasian Economic Union (EAEU), President of Iran Hassan Rouhani said at the extended format session of the Supreme Eurasian Economic Council in Yerevan, stating that new prospects open for the cooperation.“I am happy to have a chance to take part in the session of the Supreme Eurasian Economic Council which is being held in this wonderful historical city Yerevan. I would like to thank Armenian Prime Minister Nikol Pashinyan for organizing this important event at a high level and for the warm reception”, Rouhani said.He stated that this session enables to exchange views on national and regional issues and expressed hope that today’s discussions will lead to valuable results.Highlighting the regional integration processes the Iranian President said Iran is inclined to diversify its economic relations. Rouhani highlighted the signing of a free trade agreement between Iran and the EAEU, stating that this step is directed for strengthening the multilateral commercial structures.“Iran’s geographical position allows for transit in different directions. We seek to use these opportunities to contribute to the stable development of our economy and integration processes. Various railway and automobile corridors have been formed with major investments to facilitate the process of transit transportations. The EAEU can utilize its opportunities in case of close cooperation in the transportation sphere. Iran is ready to propose a broad platform at different directions. I invite the EAEU investors to use these proposed opportunities. I propose to create a working group to utilize the integration opportunities”, the Iranian President said.The extended format session of the Supreme Eurasian Economic Council is attended by the leaders of the EAEU member states: Armenian PM Nikol Pashinyan, Russian President Vladimir Putin, President of Belarus Alexander Lukashenko, President of Kyrgyzstan Sooronbay Jeenbekov, Kazakhstan’s President Kassim Jomart-Tokayev. Chairman of the Eurasian Economic Commission (EEC) Tigran Sargsyan also participates in the session. The session is also attended by Iranian President Hassan Rouhani and Prime Minister of Singapore Lee Hsien Loong as invited heads of states, as well as by President of Moldova Igor Dodon as head of an observer state.Armenia holds presidency at the EAEU in 2019.Edited and translated by Aneta Harutyunyan"
